Project name,Classname,Line,Bugyy code,Fixed code,Type,Ratio (FL),Bug Type,,Fixed,Context,,Th“?ng kˆ,,
83637,Bank,(84-86;84-86),"            for (int j = i + 1; j < customerList.size(); ++j) {
                if (customerList.get(i).getFullName().
                        compareTo(customerList.get(j).getFullName()) > 0) {
","            for (int j = i + 1; j < customerList.size(); ++j) {
                if (customerList.get(i).getFullName()
                        .compareTo(customerList.get(j).getFullName()) > 0) {
",REPLACE,0.70710677,,,NO,,,,,
83631,Bank,(7-7;7-8),"import java.util.ArrayList;
","import java.util.ArrayList;
import java.util.Collections;
",INSERT,0.52223295,,,,,,,,
83631,Bank,(43-44;42-44),"        BufferedReader reader = new BufferedReader(inputStreamReader);
        String line = """";
","        BufferedReader reader = new BufferedReader(inputStreamReader);
        String line;
        Customer customer = new Customer();
",REPLACE,0.52223295,,,,,,,,
83631,Bank,(46-47;46-46),"            try {
                Customer customer = new Customer();
","            try {
",DELETE,0.52223295,,,,,,,,
83631,Bank,(85-87;84-87),"            for (int j = i + 1; j < customerList.size(); ++j) {
                if (customerList.get(i).getFullName().compareTo(customerList.get(j).getFullName()) > 0) {
                    swap(customerList, i, j);
","            for (int j = i + 1; j < customerList.size(); ++j) {
                if (customerList.get(i).getFullName()
                        .compareTo(customerList.get(j).getFullName()) > 0) {
                    Collections.swap(customerList, i, j);
",REPLACE,0.52223295,,,,,,,,
83631,Bank,(107-108;107-108),"                if (customerList.get(i).getIdNumber() > customerList.get(j).getIdNumber()) {
                    swap(customerList, i, j);
","                if (customerList.get(i).getIdNumber() > customerList.get(j).getIdNumber()) {
                    Collections.swap(customerList, i, j);
",REPLACE,0.52223295,,,,,,,,
83021,Bank,(15-16;15-17),"    public void readCustomerList(InputStream inputStream) {
        InputStreamReader inputStreamReader = new InputStreamReader(inputStream, StandardCharsets.UTF_8);
","    public void readCustomerList(InputStream inputStream) {
        InputStreamReader inputStreamReader = new InputStreamReader(inputStream,
                StandardCharsets.UTF_8);
",REPLACE,0.25,,,,,,,,
83021,Bank,(19-20;20-21),"        int data = 0;
        while(data != -1) {
","        int data = 0;
        while (data != -1) {
",REPLACE,0.35355338,,,NO,,,,,
83021,Bank,(67-70;68-72),"        String name = line.replace(id, """");
        name = name.trim();    id = id.trim();
        long CMND = Long.parseLong(id);
        return new Customer(CMND, name);
","        String name = line.replace(id, """");
        name = name.trim();
        id = id.trim();
        long cmnd = Long.parseLong(id);
        return new Customer(cmnd, name);
",REPLACE,0.28867513,,,NO,,,,,
83021,Bank,(78-79;80-83),"            for (int j = i + 1; j < customerList.size(); j++) {
                if (customerList.get(i).getFullName().compareTo(customerList.get(j).getFullName()) > 0) {
","            for (int j = i + 1; j < customerList.size(); j++) {
                String nameA = customerList.get(i).getFullName();
                String nameB = customerList.get(j).getFullName();
                if (nameA.compareTo(nameB) > 0) {
",REPLACE,0.35355338,CHANGE_CONDITION,,YES,,,,,
83021,Bank,(86-89;90-95),"        StringBuilder ans = new StringBuilder();
        for (Customer customer: customerList) {
            ans.append(customer.getCustomerInfo());
            ans.append(""n"");
","        StringBuilder ans = new StringBuilder();
        for (int i = 0; i < customerList.size(); i++) {
            ans.append(customerList.get(i).getCustomerInfo());
            if (i != customerList.size() - 1) {
                ans.append(""n"");
            }
",REPLACE,0.8528029,ADD_CONDITION,,YES,,,,,
83021,Bank,(90-92;96-96),"        }
        ans.deleteCharAt(ans.length() - 1);
        ans.deleteCharAt(ans.length() - 1);
","        }
",DELETE,0.8528029,,,,,,,,
83021,Bank,(109-112;113-118),"        StringBuilder ans = new StringBuilder();
        for (Customer customer: customerList) {
            ans.append(customer.getCustomerInfo());
            ans.append(""n"");
","        StringBuilder ans = new StringBuilder();
        for (int i = 0; i < customerList.size(); i++) {
            ans.append(customerList.get(i).getCustomerInfo());
            if (i != customerList.size() - 1) {
                ans.append(""n"");
            }
",REPLACE,0.35355338,ADD_CONDITION,,YES,,,,,
83015,Customer,(8-8;8-11),"
","
    /**
     * .
     */
",INSERT,0.4082483,,,NO,,,,,
83015,Customer,(11-11;14-17),"
","
    /**
     * .
     */
",INSERT,0.8528029,,,NO,,,,,
83015,Customer,(16-16;22-25),"
","
    /**
     * .
     */
",INSERT,0.4472136,,,NO,,,,,
83015,Customer,(20-20;29-32),"
","
    /**
     * .
     */
",INSERT,0.35355338,,,NO,,,,,
83015,Customer,(24-24;36-39),"
","
    /**
     * .
     */
",INSERT,0.35355338,,,NO,,,,,
83015,Customer,(28-28;43-46),"
","
    /**
     * .
     */
",INSERT,0.4472136,,,NO,,,,,
83015,Customer,(32-32;50-53),"
","
    /**
     * .
     */
",INSERT,0.35355338,,,NO,,,,,
83015,Customer,(36-36;57-60),"
","
    /**
     * .
     */
",INSERT,0.35355338,,,NO,,,,,
83015,Customer,(40-40;64-67),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Customer,(44-44;71-74),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Bank,(11-11;11-14),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Bank,(12-13;15-17),"    public void readCustomerList(InputStream inputStream) {
        InputStreamReader inputStreamReader = new InputStreamReader(inputStream, StandardCharsets.UTF_8);
","    public void readCustomerList(InputStream inputStream) {
        InputStreamReader inputStreamReader = new InputStreamReader(inputStream,
                StandardCharsets.UTF_8);
",REPLACE,0.6030227,,,NO,,,,,
83015,Bank,(16-17;20-21),"        int data = 0;
        while(data != -1) {
","        int data = 0;
        while (data != -1) {
",REPLACE,0.6030227,,,NO,,,,,
83015,Bank,(40-40;44-47),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Bank,(53-53;60-63),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Bank,(58-61;68-72),"        String name = line.replace(id, """");
        name = name.trim();    id = id.trim();
        long CMND = Long.parseLong(id);
        return new Customer(CMND, name);
","        String name = line.replace(id, """");
        name = name.trim();
        id = id.trim();
        long cmnd = Long.parseLong(id);
        return new Customer(cmnd, name);
",REPLACE,0.6030227,,,NO,,,,,
83015,Bank,(63-63;74-77),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Bank,(66-67;80-83),"            for (int j = i + 1; j < customerList.size(); j++) {
                if (customerList.get(i).fullName.compareTo(customerList.get(j).fullName) > 0) {
","            for (int j = i + 1; j < customerList.size(); j++) {
                String nameA = customerList.get(i).getFullName();
                String nameB = customerList.get(j).getFullName();
                if (nameA.compareTo(nameB) > 0) {
",REPLACE,0.5,,,,,,,,
83015,Bank,(74-77;90-95),"        StringBuilder ans = new StringBuilder();
        for (Customer customer: customerList) {
            ans.append(customer.getCustomerInfo());
            ans.append(""n"");
","        StringBuilder ans = new StringBuilder();
        for (int i = 0; i < customerList.size(); i++) {
            ans.append(customerList.get(i).getCustomerInfo());
            if (i != customerList.size() - 1) {
                ans.append(""n"");
            }
",REPLACE,0.5,DELETE,,,,,,,
,,,,,,,ADD_CONDITION,,YES,CLASS,,,,
83015,Bank,(78-80;96-96),"        }
        ans.deleteCharAt(ans.length() - 1);
        ans.deleteCharAt(ans.length() - 1);
","        }
",DELETE,0.5,,,,,,,,
83015,Bank,(83-83;99-102),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Bank,(86-87;105-106),"            for (int j = i + 1; j < customerList.size(); j++) {
                if (customerList.get(i).idNumber > customerList.get(j).idNumber) {
","            for (int j = i + 1; j < customerList.size(); j++) {
                if (customerList.get(i).getIdNumber() > customerList.get(j).getIdNumber()) {
",REPLACE,0.5,,,NO,,,,,
83015,Bank,(94-97;113-118),"        StringBuilder ans = new StringBuilder();
        for (Customer customer: customerList) {
            ans.append(customer.getCustomerInfo());
            ans.append(""n"");
","        StringBuilder ans = new StringBuilder();
        for (int i = 0; i < customerList.size(); i++) {
            ans.append(customerList.get(i).getCustomerInfo());
            if (i != customerList.size() - 1) {
                ans.append(""n"");
            }
",REPLACE,0.5,DELETE,,YES,,,,,
,,,,,,,ADD_CONDITION,,YES,CLASS,,,,
83015,Bank,(101-101;122-125),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Account,(10-10;10-13),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Account,(13-13;16-19),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Account,(18-18;24-27),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Account,(22-22;31-34),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Account,(31-32;47-48),"        if (balance - num < 0) {
            throw new InvalidFundingAmountException(balance);
","        if (balance - num < 0) {
            throw new InvalidFundingAmountException(num);
",REPLACE,0.4472136,,,NO,,,,,
83015,Account,(35-36;51-52),"            if (balance - num < 5000) {
                throw new InvalidFundingAmountException(balance);
","            if (balance - num < 5000) {
                throw new InvalidFundingAmountException(num);
",REPLACE,0.28867513,,,NO,,,,,
83015,Account,(60-61;80-81),"        } else {
            transaction.type = Transaction.TYPE_WITHDRAW_SAVINGS;
","        } else {
            transaction.type = Transaction.TYPE_DEPOSIT_SAVINGS;
",REPLACE,0.28867513,REPLACE_VAR,,YES,,,,,
83015,Account,(65-65;85-88),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Account,(67-68;90-92),"        StringBuilder ans = new StringBuilder();
        ans.append(""L?ch s? giao d?ch c?a t?i kho?n "").append(this.accountNumber).append("":"").append(""n"");
","        StringBuilder ans = new StringBuilder();
        ans.append(""L?ch s? giao d?ch c?a t?i kho?n "").append(this.accountNumber);
        ans.append("":"").append(""n"");
",REPLACE,0.28867513,,,NO,,,,,
83015,Account,(75-75;99-102),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,Transaction,(31-31;37-40),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,SavingsAccount,(2-2;2-5),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,SavingsAccount,(6-6;9-12),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,SavingsAccount,(15-15;21-24),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83015,SavingsAccount,(23-24;32-32),"    }

","    }
",DELETE,0.5,,,NO,,,,,
83012,Account,(30-30;46-49),"        }
","        }
        if (balance - num < 0) {
            throw new InvalidFundingAmountException(num);
        }
",INSERT,null,INSERT_CODE,,,,,,,
83012,Account,(31-31;50-53),"        if (this instanceof SavingsAccount) {
","        if (this instanceof SavingsAccount) {
            if (balance - num < 5000) {
                throw new InvalidFundingAmountException(num);
            }
",INSERT,null,ADD_CONDITION,,YES,,,,,
83012,Account,(34-40;56-56),"            }
            if (balance - num < 5000) {
                throw new InvalidFundingAmountException(balance);
            }
        }
        if (balance - num < 0) {
            throw new InvalidFundingAmountException(balance);
","            }
",DELETE,0.31622776,DELETE,,,,,,,
83012,Account,(44-58;60-60),"        if (this instanceof CheckingAccount) {
            transaction.type = Transaction.TYPE_DEPOSIT_CHECKING;
        } else {
            transaction.type = Transaction.TYPE_DEPOSIT_SAVINGS;
        }
        balance = balance - num;
    }

    public void doDepositing(double num) throws InvalidFundingAmountException, InsufficientFundsException {
        if (num < 0) {
            throw new InsufficientFundsException(num);
        }
        Transaction transaction = new Transaction(num, balance, balance + num);
        transactionList.add(transaction);
        if (this instanceof CheckingAccount) {
","        if (this instanceof CheckingAccount) {
",DELETE,0.31622776,DELETE,,,,,,,
83012,Account,(62-62;64-82),"        }
","        }
        balance = balance - num;
    }

    /**
     * .
     */
    public void doDepositing(double num)
            throws InvalidFundingAmountException, InsufficientFundsException {
        if (num < 0) {
            throw new InsufficientFundsException(num);
        }
        Transaction transaction = new Transaction(num, balance, balance + num);
        transactionList.add(transaction);
        if (this instanceof CheckingAccount) {
            transaction.type = Transaction.TYPE_DEPOSIT_CHECKING;
        } else {
            transaction.type = Transaction.TYPE_DEPOSIT_SAVINGS;
        }
",INSERT,null,INSERT_CODE,,,,,,,
83012,Transaction,(35-36;44-45),"                + "". S? ti?n: $"" +  String.format(""%.2f"", this.amount)
                + "". S? d? cu?i: $"" +  String.format(""%.2f"", this.finalBalance);
","                + "". S? ti?n: $"" +  String.format(""%.2f"", this.amount)
                + "". S? d? cu?i: $"" +  String.format(""%.2f"", this.finalBalance) + ""."";
",REPLACE,0.6324555,GEN_STRING,,YES,,,,,
83010,Bank,(12-14;15-18),"    public void readCustomerList(InputStream inputStream) {
        InputStreamReader istreamReader = new InputStreamReader(inputStream, StandardCharsets.UTF_8);
        BufferedReader bufferedReader = new BufferedReader(istreamReader);
","    public void readCustomerList(InputStream inputStream) {
        InputStreamReader inputStreamReader = new InputStreamReader(inputStream,
                StandardCharsets.UTF_8);
        BufferedReader bufferedReader = new BufferedReader(inputStreamReader);
",REPLACE,0.73854893,,,NO,,,,,
83010,Bank,(81-81;99-102),"
","
    /**
     * .
     */
",INSERT,null,,,,,,,,
83010,Bank,(84-85;105-106),"            for (int j = i + 1; j < customerList.size(); j++) {
                if (customerList.get(i).idNumber > customerList.get(j).idNumber) {
","            for (int j = i + 1; j < customerList.size(); j++) {
                if (customerList.get(i).getIdNumber() > customerList.get(j).getIdNumber()) {
",REPLACE,0.4082483,,,NO,,,,,
83010,Bank,(92-95;113-118),"        StringBuilder ans = new StringBuilder();
        for (Customer customer: customerList) {
            ans.append(customer.getCustomerInfo());
            ans.append(""n"");
","        StringBuilder ans = new StringBuilder();
        for (int i = 0; i < customerList.size(); i++) {
            ans.append(customerList.get(i).getCustomerInfo());
            if (i != customerList.size() - 1) {
                ans.append(""n"");
            }
",REPLACE,0.4082483,ADD_CONDITION,,YES,,,,,
83010,Bank,(99-99;122-125),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
83010,Transaction,(33-36;42-45),"        return ""- Ki?u giao d?ch: "" + getTransactionTypeString(this.type)
                + "". S? d? ban ??u: $""  + this.initialBalance
                + "". S? ti?n: $"" + this.amount
                + "". S? d? cu?i: $"" + this.finalBalance;
","        return ""- Ki?u giao d?ch: "" + getTransactionTypeString(this.type)
                + "". S? d? ban ??u: $""  + String.format(""%.2f"", this.initialBalance)
                + "". S? ti?n: $"" +  String.format(""%.2f"", this.amount)
                + "". S? d? cu?i: $"" +  String.format(""%.2f"", this.finalBalance) + ""."";
",REPLACE,0.57735026,GEN_STRING,,YES,,,,,
82998,Bank,(0-0;0-1),,"import java.io.BufferedReader;
",INSERT,null,,,NO,,,,,
82998,Bank,(2-2;3-5),"import java.io.InputStream;
","import java.io.InputStream;
import java.io.InputStreamReader;
import java.nio.charset.StandardCharsets;
",INSERT,null,,,NO,,,,,
82998,Bank,(8-8;11-14),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
82998,Bank,(9-9;15-18),"    public void readCustomerList(InputStream inputStream) {
","    public void readCustomerList(InputStream inputStream) {
        InputStreamReader inputStreamReader = new InputStreamReader(inputStream,
                StandardCharsets.UTF_8);
        BufferedReader bufferedReader = new BufferedReader(inputStreamReader);
",INSERT,null,INSERT_CODE,,YES,,,,,
82998,Bank,(11-12;20-21),"        int data = 0;
        while(data != -1) {
","        int data = 0;
        while (data != -1) {
",REPLACE,0.8528029,,,NO,,,,,
82998,Bank,(13-14;22-23),"            try {
                data = inputStream.read();
","            try {
                data = bufferedReader.read();
",REPLACE,0.8528029,,,NO,,,,,
82998,Bank,(35-35;44-47),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
82998,Bank,(48-48;60-63),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
82998,Bank,(53-56;68-72),"        String name = line.replace(id, """");
        name = name.trim();    id = id.trim();
        long CMND = Long.parseLong(id);
        return new Customer(CMND, name);
","        String name = line.replace(id, """");
        name = name.trim();
        id = id.trim();
        long cmnd = Long.parseLong(id);
        return new Customer(cmnd, name);
",REPLACE,0.8528029,,,NO,,,,,
82998,Bank,(58-58;74-77),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
82998,Bank,(61-62;80-83),"            for (int j = i + 1; j < customerList.size(); j++) {
                if (customerList.get(i).fullName.compareTo(customerList.get(j).fullName) > 0) {
","            for (int j = i + 1; j < customerList.size(); j++) {
                String nameA = customerList.get(i).getFullName();
                String nameB = customerList.get(j).getFullName();
                if (nameA.compareTo(nameB) > 0) {
",REPLACE,0.35355338,,,NO,,,,,
82998,Bank,(69-72;90-95),"        StringBuilder ans = new StringBuilder();
        for (Customer customer: customerList) {
            ans.append(customer.getCustomerInfo());
            ans.append(""n"");
","        StringBuilder ans = new StringBuilder();
        for (int i = 0; i < customerList.size(); i++) {
            ans.append(customerList.get(i).getCustomerInfo());
            if (i != customerList.size() - 1) {
                ans.append(""n"");
            }
",REPLACE,0.35355338,ADD_CONDITION,,YES,,,,,
82998,Bank,(76-76;99-102),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
82998,Bank,(79-80;105-106),"            for (int j = i + 1; j < customerList.size(); j++) {
                if (customerList.get(i).idNumber > customerList.get(j).idNumber) {
","            for (int j = i + 1; j < customerList.size(); j++) {
                if (customerList.get(i).getIdNumber() > customerList.get(j).getIdNumber()) {
",REPLACE,0.35355338,,,NO,,,,,
82998,Bank,(87-90;113-118),"        StringBuilder ans = new StringBuilder();
        for (Customer customer: customerList) {
            ans.append(customer.getCustomerInfo());
            ans.append(""n"");
","        StringBuilder ans = new StringBuilder();
        for (int i = 0; i < customerList.size(); i++) {
            ans.append(customerList.get(i).getCustomerInfo());
            if (i != customerList.size() - 1) {
                ans.append(""n"");
            }
",REPLACE,0.35355338,ADD_CONDITION,,YES,,,,,
82998,Bank,(94-94;122-125),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
82998,Account,(26-34;38-45),"
    public void doWithdrawing(double num) throws InsufficientFundsException, InvalidFundingAmountException {
        if (this instanceof SavingsAccount) {
            if (num > 1000) {
                throw new InvalidFundingAmountException(num);
            }
            if (balance - num < 5000) {
                throw new InsufficientFundsException(balance);
            }
","
    /**
     * .
     */
    public void doWithdrawing(double num)
            throws InsufficientFundsException, InvalidFundingAmountException {
        if (num < 0) {
            throw new InsufficientFundsException(num);
",REPLACE,0.7905694,REPLACE_CODE,LINES,,,,,,
82998,Account,(36-37;47-56),"        if (balance - num < 0) {
            throw new InsufficientFundsException(balance);
","        if (balance - num < 0) {
            throw new InvalidFundingAmountException(num);
        }
        if (this instanceof SavingsAccount) {
            if (balance - num < 5000) {
                throw new InvalidFundingAmountException(num);
            }
            if (num > 1000) {
                throw new InsufficientFundsException(num);
            }
",REPLACE,0.35355338,,,,,,,,
82998,Account,(40-40;59-64),"        transactionList.add(transaction);
","        transactionList.add(transaction);
        if (this instanceof CheckingAccount) {
            transaction.type = Transaction.TYPE_WITHDRAW_CHECKING;
        } else {
            transaction.type = Transaction.TYPE_WITHDRAW_SAVINGS;
        }
",INSERT,null,INSERT_CODE,LINES,,,,,,
82998,Account,(45-46;73-74),"        if (num < 0) {
            throw new InvalidFundingAmountException(num);
","        if (num < 0) {
            throw new InsufficientFundsException(num);
",REPLACE,0.35355338,REPLACE_METHOD,LINE,YES,,,,,
82998,Account,(49-49;77-82),"        transactionList.add(transaction);
","        transactionList.add(transaction);
        if (this instanceof CheckingAccount) {
            transaction.type = Transaction.TYPE_DEPOSIT_CHECKING;
        } else {
            transaction.type = Transaction.TYPE_DEPOSIT_SAVINGS;
        }
",INSERT,null,INSERT_CODE,LINES,,,,,,
82998,Account,(52-52;85-88),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
82998,Account,(54-55;90-92),"        StringBuilder ans = new StringBuilder();
        ans.append(""L?ch s? giao d?ch c?a t?i kho?n "").append(this.accountNumber).append("":"").append(""n"");
","        StringBuilder ans = new StringBuilder();
        ans.append(""L?ch s? giao d?ch c?a t?i kho?n "").append(this.accountNumber);
        ans.append("":"").append(""n"");
",REPLACE,0.35355338,,,NO,,,,,
82998,Account,(62-62;99-102),"
","
    /**
     * .
     */
",INSERT,null,,,NO,,,,,
82998,SavingsAccount,(19-20;28-29),"            doDepositing(num);
        } catch (InvalidFundingAmountException e) {
","            doDepositing(num);
        } catch (InvalidFundingAmountException | InsufficientFundsException e) {
",REPLACE,0.35355338,,,,,,,,
83097,Bank,(36-37;36-37),"        double balance = Double.parseDouble(info[2]);
        if (info[1].equals(Account.CHECKING))
","        double balance = Double.parseDouble(info[2]);
        if (info[1].equals(Account.CHECKING)) {
",REPLACE,0.6,,,NO,,,,,
83097,Bank,(38-38;38-39),"            return new CheckingAccount(accountNumber, balance);
","            return new CheckingAccount(accountNumber, balance);
        }
",INSERT,null,,,NO,,,,,
83097,Account,(31-33;31-37),"     */
    public void doWithdrawing(double amount) throws InsufficientFundsException {
        if (amount <= 0 || amount > balance)
","     */
    public void doWithdrawing(double amount)
        throws InsufficientFundsException, InvalidFundingAmountException {
        if (amount <= 0) {
            throw new InvalidFundingAmountException(amount);
        }
        if (amount > balance) {
",REPLACE,0.4472136,GEN_STRING,,YES,,,,,
83097,Account,(34-34;38-39),"            throw new InsufficientFundsException(amount);
","            throw new InsufficientFundsException(amount);
        }
",INSERT,null,,,NO,,,,,
83097,Account,(41-42;46-47),"    public void doDepositing(double amount) throws InvalidFundingAmountException {
        if (amount <= 0)
","    public void doDepositing(double amount) throws InvalidFundingAmountException {
        if (amount <= 0) {
",REPLACE,0.4472136,,,NO,,,,,
83097,Account,(43-43;48-49),"            throw new InvalidFundingAmountException(amount);
","            throw new InvalidFundingAmountException(amount);
        }
",INSERT,null,,,NO,,,,,
83097,SavingsAccount,(16-16;16-17),"            if (amount <= withdrawLimit && balance - amount >= minBalance) {
","            if (amount <= withdrawLimit && balance - amount >= minBalance) {
                double initialBalance = balance;
",INSERT,null,INSERT_CODE,,,,,,,
83097,SavingsAccount,(17-17;18-22),"                doWithdrawing(amount);
","                doWithdrawing(amount);
                addTransaction(
                    new Transaction(
                        Transaction.TYPE_WITHDRAW_SAVINGS,
                        amount, initialBalance, balance));
",INSERT,null,INSERT_CODE,,YES,,,,,
83097,SavingsAccount,(29-29;34-35),"        try {
","        try {
            double initialBalance = balance;
",INSERT,null,INSERT_CODE,,YES,,,,,
83097,SavingsAccount,(30-30;36-40),"            doDepositing(amount);
","            doDepositing(amount);
            addTransaction(
                new Transaction(
                    Transaction.TYPE_DEPOSIT_SAVINGS,
                    amount, initialBalance, balance));
",INSERT,null,INSERT_CODE,,YES,,,,,
83097,CheckingAccount,(12-12;12-13),"        try {
","        try {
            double initialBalance = balance;
",INSERT,null,INSERT_CODE,,NO,,,,,
83097,CheckingAccount,(13-13;14-18),"            doWithdrawing(amount);
","            doWithdrawing(amount);
            addTransaction(
                new Transaction(
                    Transaction.TYPE_WITHDRAW_CHECKING,
                    amount, initialBalance, balance));
",INSERT,null,INSERT_CODE,,YES,,,,,
83097,CheckingAccount,(24-24;29-30),"        try {
","        try {
            double initialBalance = balance;
",INSERT,null,,,,,,,,
83097,CheckingAccount,(25-25;31-35),"            doDepositing(amount);
","            doDepositing(amount);
            addTransaction(
                new Transaction(
                    Transaction.TYPE_DEPOSIT_CHECKING,
                    amount, initialBalance, balance));
",INSERT,null,INSERT_CODE,,YES,,,,,
84230,Customer,(2-2;1-2),"import java.util.ArrayList;
","import java.util.ArrayList;
import java.util.List;
",INSERT,0.42640144,,,NO,,,,,
84230,Account,(118-119;118-119),"    public boolean equals(Object o) {
        if(accountNumber == ((Account) o).accountNumber) {
","    public boolean equals(Object o) {
        if (accountNumber == ((Account) o).accountNumber) {
",REPLACE,0.42640144,,,NO,,,,,
84228,Customer,(12-12;12-15),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
84228,Customer,(17-17;20-23),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
84228,Customer,(22-22;28-31),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
84228,Customer,(31-31;40-43),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
84228,Customer,(40-40;52-55),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
84228,Customer,(44-44;59-62),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
84228,Customer,(48-48;66-69),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
84228,Customer,(52-52;73-76),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
84228,Customer,(56-56;80-83),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
84228,Bank,(21-21;24-27),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
84228,Bank,(59-59;65-68),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
84228,Bank,(80-80;89-92),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
84228,Bank,(100-100;112-115),"
","
    /**
     * tt.
     */
",INSERT,null,,,NO,,,,,
83526,Account,(44-44;44-53),"        } else {
","        } else {
            Transaction transaction;
            if (this instanceof CheckingAccount) {
                transaction = new Transaction(Transaction.TYPE_WITHDRAW_CHECKING,
                        amount, balance, balance - amount);
            } else {
                transaction = new Transaction(Transaction.TYPE_WITHDRAW_SAVINGS,
                        amount, balance, balance - amount);
            }
            addTransaction(transaction);
",INSERT,0.5,INSERT_CODE,,YES,,,,,
83526,Account,(55-55;64-73),"        } else {
","        } else {
            Transaction transaction;
            if (this instanceof CheckingAccount) {
                transaction = new Transaction(Transaction.TYPE_DEPOSIT_CHECKING,
                        amount, balance, balance + amount);
            } else {
                transaction = new Transaction(Transaction.TYPE_DEPOSIT_SAVINGS,
                        amount, balance, balance + amount);
            }
            addTransaction(transaction);
",INSERT,0.5,INSERT_CODE,,YES,,,,,
83526,Account,(81-82;99-100),"        StringBuilder res = new StringBuilder(String.format(
                ""L?ch s? giao d?ch c?a t?i kho?n %d: "", accountNumber
","        StringBuilder res = new StringBuilder(String.format(
                ""L?ch s? giao d?ch c?a t?i kho?n %d:n"", accountNumber
",REPLACE,0.70710677,GEN_STRING,,YES,,,,,
83526,Account,(84-85;102-102),"        for (Transaction transaction : transactionList) {
            res.append(""n"");
","        for (Transaction transaction : transactionList) {
",DELETE,0.70710677,DELETE,,,,,,,
83526,Account,(86-86;103-104),"            res.append(transaction.getTransactionSummary());
","            res.append(transaction.getTransactionSummary());
            res.append(""n"");
",INSERT,null,INSERT_CODE,LINE,YES,,,,,
83526,Customer,(8-8;8-11),"
","
    /**
     * Constructor.
     */
",INSERT,null,,,NO,,,,,
83526,Customer,(12-12;15-18),"
","
    /**
     * Constructor 2.
     */
",INSERT,null,,,NO,,,,,
83526,Bank,(63-66;63-68),"        StringBuilder res = new StringBuilder();
        for (Customer customer : customerList) {
            res.append(customer.getCustomerInfo());
            res.append(""n"");
","        StringBuilder res = new StringBuilder();
        for (int i = 0; i < customerList.size(); i++) {
            res.append(customerList.get(i).getCustomerInfo());
            if (i != customerList.size() - 1) {
                res.append(""n"");
            }
",REPLACE,0.5,ADD_CONDITION,,YES,,,,,
83526,Bank,(81-84;83-88),"        StringBuilder res = new StringBuilder();
        for (Customer customer : customerList) {
            res.append(customer.getCustomerInfo());
            res.append(""n"");
","        StringBuilder res = new StringBuilder();
        for (int i = 0; i < customerList.size(); i++) {
            res.append(customerList.get(i).getCustomerInfo());
            if (i != customerList.size() - 1) {
                res.append(""n"");
            }
",REPLACE,0.5,ADD_CONDITION,,YES,,,,,
83526,SavingsAccount,(1-1;1-4),"public class SavingsAccount extends Account {
","public class SavingsAccount extends Account {
    /**
     * Constructor.
     */
",INSERT,null,,,NO,,,,,
